sent,original_cont_label,original_det_label,annotated_cont_labels,annotated_det_labels,CLOB,COLOR,FADE,FORM,K,KAN,KOB,KP,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,BOT,ELEM,FRAG,GÉO,H,HD,MQ,OBJ,PAYS,RADIO,SEX,SG,SYMB,animal_macro,human_macro,abs_macro,food_macro,art_arch_macro,nature_macro,fragment_macro,geo_macro,object_macro,science_macro,graphic_macro
"The old, worn stone wall faded to a soft gray, its texture like weathered leather. In the distance, a rusty gate stood out against the vibrant green of the countryside, where wildflowers bloomed in every color of the rainbow. A faint smudge of red paint on the wall seemed to glow in the fading light.","['ARCH', 'PAYS']","['FORM', 'COLOR']","Based on the text, I would categorize the following:

- H: a human (the old man standing near the wall)
- AD: part of a real animal (the rusty gate and wildflowers)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (implied by ""faded"")
2. COLOR: strongly associated with color (implied by ""vibrant green"", ""wildflowers"" and ""rainbow"")",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"The old, worn leather book had faded cover and cracked pages, its once-vibrant gold lettering now dulled by years of handling, like a tiger's spotted fur after a long winter.",['OBJ'],['FORM'],"Based on the sentence, the following categories are part of what's mentioned:

(A) A fictional animal (tiger)
(HD) A part of an animal (fur)
(AD) An anatomical part of an animal (lettering)","Based on the sentence, the following categories are part of what's mentioned:

1. KP: small human movement (the book opening and closing)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the old, worn leather book representing age and wear)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The old, worn leather saddle had faded to a soft, mossy green from years of exposure to the elements and had developed a subtle texture like tree bark, its ridges and grooves telling stories of countless miles traveled.",['A'],['FORM'],"The following categories are part of what's mentioned in this sentence:

(HD):the saddle
(ELEM):leather","Based on the given text, I would categorize it as follows:

1. KP: The old, worn leather saddle had faded to a soft, mossy green from years of exposure to the elements and had developed a subtle texture like tree bark, its ridges and grooves telling stories of countless miles traveled.
2. CLOB: The object of the sentence is the feeling of threat, anxiety.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old wooden door had faded to a soft gray patina, worn smooth by years of exposure to the elements and the occasional rainstorm that seeped through its cracks.",['AD'],['FORM'],"The following categories are part of what's mentioned in this sentence:

(AD):the door
(HD):the wooden parts of the door (e.g., the frame, the hinges)
(ELEM):wood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the old wooden door creaking and eventually fading)
2. CLOB: the object of the sentence is the feeling of threat, anxiety (the ""occasional rainstorm"" that seeped through its cracks)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a soft, mossy green and was covered in a thick, velvety texture that resembled a plush carpet.",['A'],"['FORM', 'COLOR']","Here are the two categories that can be applied to the given sentence:

(A): an object (the saddle)
(HD): an anatomical part of an animal (the leather, the mossy green coloration)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle being old and worn)
2. COLOR: mossy green (the color associated with the leather)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn leather book had faded cover and cracked pages, its once-vibrant ink now bleached by years of sunlight, revealing a subtle texture like aged parchment.",['OBJ'],['FORM'],"The following categories are part of what's mentioned in this sentence:

(A) A real animal (the book)
(HD) An anatomical part of an animal (the cover and pages)
(ELEM) One of the primary elements (leather, ink, sunlight, parchment)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (in this case, the book opening and closing)
2. COLOR: the object of the sentence is strongly associated with color (the faded cover)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A kangaroo hops across the Australian outback, its powerful legs carrying it swiftly forward as it bounds away from a rocky outcropping.",['A'],['KAN'],"Here are the two categories that can be identified in the given sentence:

1. (A): kangaroo
2. (AD): legs","Based on the sentence, the following categories are part of what's mentioned:

1. KP: small human movement (kangaroo hopping)
2. CLOB: feeling of threat (Australian outback)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old man walked down the street, his cane in hand, as he gazed out at the children playing in the park. A young couple sat on a bench together, holding hands and watching their kids laugh and chase each other around the playground.",['H'],['K'],"Based on the sentence, the following categories are part of it:

(A) - A fictional animal (the old man)
(HD) - a human (the old man's hand)
(AD) - an anatomical part of a human (the old man's hand)
(AD) - a real animal (children playing in the park)
(HD) - a part of a real animal (children laughing and chasing each other around the playground)
(HA) - a mix of human and animal (old man, children, kids)
(H/AD) - a human with animal parts (the old man's hand)
(AD) - an anatomical part of a human (the old man's hand)
(SG) - references to blood (children laughing and chasing each other around the playground)

Note that some categories could be argued for or against, but based on the sentence, these are the most direct associations.","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the personification of a feeling of threat (gloom)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The subject I am describing is a hand. As I move it slightly, my fingers flex and extend, curling around an imaginary object. My thumb presses against the palm, while my index finger tips lightly touch the surface in front of me.",['HD'],['KP'],"The following categories are part of what's mentioned in this sentence:

(A) A hand
(HD): a part of a human body (specifically, the fingers)
(AD): an anatomical part of a real animal (in this case, a finger is not explicitly stated as being from a specific animal, but it can be inferred that it comes from a human)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety (axiety).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old watch had a faded leather strap and a cracked face, its once-polished surface now worn smooth like the gentle curve of a summer breeze on a tree branch.",['HD'],['FORM'],"Based on the sentence, the following categories are part of what's mentioned:

(A) A fictional object: The old watch
(HD) A part of a fictional object: The leather strap
(SG) References to blood: The cracked face (as in ""cracked like the gentle curve of a summer breeze"")","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the watch being worn and its strap)
2. CLOB: the object of the sentence is a feeling of threat (the ""gentle curve"" implies a sense of vulnerability or fragility)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The cat's heart is partially faded on a worn leather saddle, its intricate veins and ridges subtly textured like the soft fur of a sheep in a misty field.",['ANAT'],['FORM'],"Based on the sentence, the following categories are part of it:

(A) A fictional animal (cat)
(HD) An anatomical part of an animal (heart)
(AD) A part of a real animal (leather saddle)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (heart is partially faded)
2. COLOR: the object of the sentence is strongly associated with color (leather saddle)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a soft, mossy green, its once-bright brown stitching now frayed and cracked, like the rough texture of a rock in the desert sun.","['A', 'AD']",['FORM'],"Here are the two categories that I've identified from the given sentence:

1. (A):a fictional animal
2. (AD):the part of a fictional animal","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle had faded)
2. COLOR: mossy green",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn-out photograph showed a faded image of a woman's face, her skin with subtle wrinkles and age spots, as if etched by time, yet still radiating a gentle warmth.",['SEX'],['FORM'],"Based on the given text, I would categorize the following elements:

- H: A human (the woman)
- AD: An anatomical part of a human (her skin and wrinkles)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The old, worn leather saddle had faded to a soft brown hue, its once-black leather now cracked and peeling in places, revealing a warm golden patina beneath, like the sun-kissed fur of a sheep grazing in a green meadow.",['ANAT'],"['COLOR', 'FORM']","Here are the two categories that can be applied to the given sentence:

(A):a real animal
(HD):the sheep's fur","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: The old, worn leather saddle
2. COLOR: The soft brown hue",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The ancient temple's crumbling stone walls were shrouded in a thick, emerald-green haze that seemed to cling to every surface like a damp, mossy film, as if the very essence of the jungle had been distilled into this one place.",['(A)'],['FORM'],"Here are the two categories assigned to the given sentence:

(A): ancient temple
(HD): crumbling stone walls","Based on the sentence, I would categorize it as follows:

K: ancient temple's crumbling stone walls
CLOB: thick, emerald-green haze",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, rusty engine had been sitting in the garage for years, its metal body covered in a thick layer of grime and rust, like a dark, bloodstained wound that refused to heal.",['SG'],['COLOR'],"The following categories are part of what's mentioned in this sentence:

(A) A real animal (the engine)
(HD) Parts of an animal (metal body, grime and rust)
(ELEM) One of the primary elements (metal, grime and rust)
(ABS) An abstract concept (a wound that refuses to heal)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the engine sitting in the garage)
2. CLOB: feeling of threat or anxiety (the old, rusty engine)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"The old, worn leather saddle had faded to a soft, mossy green from years of exposure to the forest floor and slowly disintegrating into a warm, honey-colored dust that clung to its curves like a gentle mist.",['OBJ'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(AD):the old
(HD):the forest floor
(SG):blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle ""had faded"" and ""slowly disintegrating"")
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the word ""old"", ""worn"", ""exposure"", ""forest floor"", ""years"", ""disintegrating"")",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The old, worn-out book had faded pages with yellowed ink and a cracked leather cover that was slowly turning to brown, revealing a faint red stripe running along its spine.",['ALIM'],"['COLOR', 'FORM']","The following categories are part of what's mentioned in this sentence:

(A) A book
(HD) The cover
(SG) The blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (pages turning)
2. COLOR: yellowed ink",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The fire crackled and spat, casting a warm orange glow on the surrounding rocks as flames danced across the dry earth, fueled by the wind's gentle caress, while a puddle of mud reflected the vibrant red of a nearby flower.",['ELEM'],['COLOR'],"Here are the two categories that can be applied to the given sentence:

(A): fire
(HD): flames","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (e.g., flames dancing)
2. CLOB: feeling of threat or anxiety (e.g., ""warm orange glow"", ""vibrant red"")",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The vibrant green foliage of the lush forest was surrounded by a sea of crimson poppies, their delicate petals swaying gently in the breeze like a red-haired woman's hair.",['BOT'],['COLOR'],"The following categories are part of what's mentioned in the sentence:

(HD):a part of the woman's hair
(AD):the delicate petals
(SYM):a symbol like letters or numbers","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the delicate petals swaying)
2. CLOB: feeling of threat or anxiety (red-haired woman's hair)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The old wooden door had faded to a soft gray from years of exposure to the elements, its once-vibrant red paint now chipped and peeling like a bloodstain on a hunter's jacket.",['AD'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in the sentence:

(AD):the door
(HD):the door's frame","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety (axiety)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
